Project,Market Sector,EQS,UGS,FVS,SS,how3 Score,Growth Category,Valuation Category,SS (Rating),User Growth JSON,Earnings Quality JSON,Static ,Live,Symbol
Lido DAO,Liquid staking,62.60100053,79.24632353,70.40625,92.06,76.07839352,Strong Growth,Undervalued,AA,"{""name"": ""Lido DAO"", ""sector"": ""Liquid staking"", ""scores"": {""user_growth"": 79.24632352941175, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Jito Labs"", ""scores"": {""user_growth"": 92.94117647058825}}, {""name"": ""Stader ETHx"", ""scores"": {""user_growth"": 44.74264705882353}}, {""name"": ""Solayer"", ""scores"": {""user_growth"": 100.0}}, {""name"": ""EigenLayer"", ""scores"": {""user_growth"": 87.64705882352942}}], ""sector_averages"": {""user_growth"": 52.75, ""count"": 22}}","{""name"": ""Jito Labs"", ""sector"": ""Liquid staking"", ""scores"": {""earnings_quality"": 40.57981264730388}, ""peers"": [{""name"": ""Lido DAO"", ""scores"": {""earnings_quality"": 62.60100053261692}}, {""name"": ""Stader ETHx"", ""scores"": {""earnings_quality"": 39.25070817974617}}, {""name"": ""StakeWise"", ""scores"": {""earnings_quality"": 31.52352037258972}}, {""name"": ""Allstake"", ""scores"": {""earnings_quality"": 0.0}}], ""sector_averages"": {""earnings_quality"": 4.83, ""count"": 36}}",FALSE,TRUE,ldo
Stader ETHx,Liquid staking,39.25070818,44.74264706,11.25,64.22,39.86583881,Slow Growth,Overvalued,BB,"{""name"": ""Stader ETHx"", ""sector"": ""Liquid staking"", ""scores"": {""user_growth"": 44.74264705882353, ""growth_category"": ""Slow Growth""}, ""peers"": [{""name"": ""Jito Labs"", ""scores"": {""user_growth"": 92.94117647058825}}, {""name"": ""Lido DAO"", ""scores"": {""user_growth"": 79.24632352941175}}, {""name"": ""Solayer"", ""scores"": {""user_growth"": 100.0}}, {""name"": ""EigenLayer"", ""scores"": {""user_growth"": 87.64705882352942}}], ""sector_averages"": {""user_growth"": 52.75, ""count"": 22}}","{""name"": ""Lido DAO"", ""sector"": ""Liquid staking"", ""scores"": {""earnings_quality"": 62.60100053261692}, ""peers"": [{""name"": ""Jito Labs"", ""scores"": {""earnings_quality"": 40.57981264730388}}, {""name"": ""Stader ETHx"", ""scores"": {""earnings_quality"": 39.25070817974617}}, {""name"": ""StakeWise"", ""scores"": {""earnings_quality"": 31.52352037258972}}, {""name"": ""Allstake"", ""scores"": {""earnings_quality"": 0.0}}], ""sector_averages"": {""earnings_quality"": 4.83, ""count"": 36}}",FALSE,FALSE,ethx
Velodrome,Exchanges (DEX),50.95855687,71.53864669,71.14935065,,48.41163855,Strong Growth,Undervalued,,,,,,
BMX,Derivative exchanges,44.40244943,65.88605975,83.29365079,,48.39553999,Strong Growth,Undervalued,,,,,,
Entangle,Stablecoin issuers,28.18419007,49.52380952,41.80803571,73.67,48.29650883,Steady Growth,Fairly Valued,BBB,"{""name"": ""Entangle"", ""sector"": ""Unknown"", ""scores"": {""user_growth"": null, ""growth_category"": null}, ""peers"": [{""name"": ""BENQI Liquid Staked AVAX"", ""scores"": {""user_growth"": null}}, {""name"": ""CoW DAO"", ""scores"": {""user_growth"": null}}, {""name"": ""Mocaverse"", ""scores"": {""user_growth"": null}}, {""name"": ""OriginTrail"", ""scores"": {""user_growth"": null}}], ""sector_averages"": {""user_growth"": null, ""count"": 0}}","{""name"": ""Stader ETHx"", ""sector"": ""Liquid staking"", ""scores"": {""earnings_quality"": 39.25070817974617}, ""peers"": [{""name"": ""Jito Labs"", ""scores"": {""earnings_quality"": 40.57981264730388}}, {""name"": ""Lido DAO"", ""scores"": {""earnings_quality"": 62.60100053261692}}, {""name"": ""StakeWise"", ""scores"": {""earnings_quality"": 31.52352037258972}}, {""name"": ""Allstake"", ""scores"": {""earnings_quality"": 0.0}}], ""sector_averages"": {""earnings_quality"": 4.83, ""count"": 36}}",FALSE,FALSE,ngl
Beam,Blockchains (L1),0,58.18181818,50,84.48,48.16545455,Steady Growth,Fairly Valued,A,,,,,
Axelar Network,Interoperability,0,100,,92.36,48.09,Exceptional Growth,,AA,,,,,
Magic Eden,NFT marketplaces,0,100,,91.24,47.81,Exceptional Growth,,AA,,,,,
OP Mainnet,Blockchains (L2),52.06600121,89.78010325,48.47619048,,47.58057373,Exceptional Growth,Fairly Valued,,,,,,
XRP Ledger,Blockchains (L1),0,95.45454545,,94.25,47.42613636,Exceptional Growth,,AAA,,,,,
0x,Exchanges (DEX),0,64.6903546,37.77777778,85.3,46.9420331,Steady Growth,Overvalued,A,,,,,
Merkle Trade,Derivative exchanges,43.99207476,52.53242184,90.87301587,,46.84937812,Steady Growth,Undervalued,,,,,,
CoW DAO,Exchanges (DEX),0,69.21655901,32.22222222,85.35,46.69719531,Strong Growth,Overvalued,A,,,,,
Berachain,Blockchains (L1),0,53.58062771,45,87.93,46.62765693,Steady Growth,Fairly Valued,AA,,,,,
Aura Finance,Asset management,46.98330849,65.02932551,74.49404762,,46.6266704,Strong Growth,Undervalued,,,,,,
Gravity Alpha Mainnet,Blockchains (L2),33.303054,81.36211567,71.04395604,,46.42728143,Exceptional Growth,Undervalued,,,,,,
Echelon Prime,Infrastructure,0,61.07161391,52,71.91,46.24540348,Steady Growth,Fairly Valued,BBB,,,,,
Jupiter Exchange,Exchanges (DEX),0,95.40229885,,89.26,46.16557471,Exceptional Growth,,AA,,,,,
Arweave,Blockchains (L1),0,50.45454545,60,74.13,46.14613636,Steady Growth,Fairly Valued,BBB,,,,,
Polygon,Blockchains (L1),44.83821236,72.31752796,67.2875,,46.11081008,Strong Growth,Fairly Valued,,,,,,
Balancer,Exchanges (DEX),49.78915794,72.55220447,61.92897727,,46.06758492,Strong Growth,Fairly Valued,,,,,,
ParaSwap,Exchanges (DEX),58.46796563,44.93453901,80.86174242,,46.06606177,Slow Growth,Undervalued,,,,,,
LFJ,Exchanges (DEX),42.24054203,76.75205194,64.55965909,,45.88806327,Strong Growth,Fairly Valued,,,,,,
Rocket Pool ETH,Liquid staking,0,52.8002451,45,85.57,45.84256127,Steady Growth,Fairly Valued,A,,,,,
DOG,Blockchains (L1),0,93.93939394,31.92082111,57.47,45.83255376,Exceptional Growth,Overvalued,B,,,,,
Dai,Infrastructure,0,45.90230929,50,87.34,45.81057732,Steady Growth,Fairly Valued,AA,,,,,
Drift Protocol,Derivative exchanges,0,95.91836735,,86.6,45.62959184,Exceptional Growth,,AA,,,,,
StarkNet,Blockchains (L2),0,74.82779416,22.5,85.12,45.61194854,Strong Growth,Overvalued,A,,,,,
Hyperliquid,Derivative exchanges,0,100,,82.06,45.515,Exceptional Growth,,A,,,,,
Ethena,Stablecoin issuers,58.228517,85.625,65.07440476,90.55,74.86948044,Exceptional Growth,Fairly Valued,AA,"{""name"": ""Ethena"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""user_growth"": 80.8611946775879, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""0x"", ""scores"": {""user_growth"": 64.69035460275727}}, {""name"": ""1inch Network"", ""scores"": {""user_growth"": 87.7843015808811}}, {""name"": ""Aerodrome Finance"", ""scores"": {""user_growth"": 88.64047173627264}}, {""name"": ""Curve DAO Token"", ""scores"": {""user_growth"": 80.46152922439074}}], ""sector_averages"": {""user_growth"": 52.77, ""count"": 91}}","{""name"":""Ethena"",""sector"":""Stablecoin issuers"",""scores"":{""earnings_quality"":58.228517},""peers"":[{""name"":""Jito Labs"",""scores"":{""earnings_quality"":40.57981265}},{""name"":""Stader ETHx"",""scores"":{""earnings_quality"":39.25070818}},{""name"":""Lido DAO"",""scores"":{""earnings_quality"":62.60100053}},{""name"":""StakeWise"",""scores"":{""earnings_quality"":31.52352037}}],""sector_averages"":{""earnings_quality"":5.0,""count"":10}}",FALSE,FALSE,ena
Solayer,Liquid staking,0,100,,81.15,45.2875,Exceptional Growth,,A,,,,,
Tether,Stablecoin issuers,97.69303459,,,83.15,45.21075865,,,A,,,,,
OriginTrail,Stablecoin issuers,41.77057313,71.47321429,54.12202381,70.57,59.48395281,Strong Growth,Fairly Valued,BB,"{""name"": ""OriginTrail"", ""sector"": ""Unknown"", ""scores"": {""user_growth"": null, ""growth_category"": null}, ""peers"": [{""name"": ""BENQI Liquid Staked AVAX"", ""scores"": {""user_growth"": null}}, {""name"": ""CoW DAO"", ""scores"": {""user_growth"": null}}, {""name"": ""Entangle"", ""scores"": {""user_growth"": null}}, {""name"": ""Mocaverse"", ""scores"": {""user_growth"": null}}], ""sector_averages"": {""user_growth"": null, ""count"": 0}}","{""name"": ""Ethena"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""earnings_quality"": 57.15610750876476}, ""peers"": [{""name"": ""Aerodrome Finance"", ""scores"": {""earnings_quality"": 60.788622351381406}}, {""name"": ""Curve DAO Token"", ""scores"": {""earnings_quality"": 56.84522301549867}}, {""name"": ""PancakeSwap"", ""scores"": {""earnings_quality"": 20.610528563344047}}, {""name"": ""Sushiswap"", ""scores"": {""earnings_quality"": 47.83216668659891}}], ""sector_averages"": {""earnings_quality"": 8.69, ""count"": 136}}",FALSE,FALSE,trac
Fluid,Lending,43.22879645,74.63084795,62.78125,,45.1602236,Strong Growth,Fairly Valued,,,,,,
MANTRA,Blockchains (L1),0,49.28030303,45,86.22,45.12507576,Steady Growth,Fairly Valued,A,,,,,
Hop Protocol,Bridges,10.91585351,79.54545455,86.875,,44.33407701,Strong Growth,Undervalued,,,,,,
COTI,Blockchains (L2),0,86.53846154,,90.22,44.18961538,Exceptional Growth,,AA,,,,,
Raydium,Exchanges (DEX),0,94.25287356,,82.42,44.16821839,Exceptional Growth,,A,,,,,
Safe,Infrastructure,0,57.03976388,50,69.52,44.13994097,Steady Growth,Fairly Valued,BB,,,,,
Moonwell,Lending,42.35973423,75.56390977,58.60576923,,44.13235331,Strong Growth,Fairly Valued,,,,,,
ApolloX,Derivative exchanges,37.94042198,77.0007917,60.36458333,,43.82644925,Strong Growth,Fairly Valued,,,,,,
Movement Labs,Blockchains (L1),0,89.39393939,,84.71,43.52598485,Exceptional Growth,,A,,,,,
Render Network,Bridges,0,45.45454545,42.22222222,86.28,43.48919192,Steady Growth,Fairly Valued,A,,,,,
Plume Network,Blockchains (L1),0,40.37878788,45,87.81,43.29719697,Slow Growth,Fairly Valued,AA,,,,,
Blast,Blockchains (L2),30.36496381,77.59650709,65.02747253,,43.24723586,Strong Growth,Fairly Valued,,,,,,
Virtuals Protocol,Infrastructure,0,91.4893617,,80.9,43.09734043,Exceptional Growth,,A,,,,,
Uniswap,Blockchains (L2),,77.58420441,,94.28,42.9660511,Strong Growth,,AAA,,,,,
Hegic,Derivative exchanges,54.79070871,56.71983958,60.29166667,,42.95055374,Steady Growth,Fairly Valued,,,,,,
Stacks,Blockchains (L2),0,90.38461538,,81.23,42.90365385,Exceptional Growth,,A,,,,,
Gamma Strategies,Asset management,22.36385895,60.57093109,87.5,,42.60869751,Steady Growth,Undervalued,,,,,,
Camelot,Exchanges (DEX),37.01077159,67.31728436,65.87337662,,42.55035814,Strong Growth,Fairly Valued,,,,,,
UXLINK,Blockchains (L2),,85.55942702,,84.53,42.52235676,Exceptional Growth,,A,,,,,
Liquity,Stablecoin issuers,56.19766083,65,48.88839286,,42.52151342,Strong Growth,Fairly Valued,,,,,,
Helium,Infrastructure,53.57512447,51.0106383,64.64285714,,42.30715498,Steady Growth,Fairly Valued,,,,,,
Optimism,Bridges,0,75.96474954,,92.93,42.22368738,Strong Growth,,AA,,,,,
XYO,Bridges,0,35,50,82.93,41.9825,Slow Growth,Fairly Valued,A,,,,,
Tornado Cash,Infrastructure,40.64212878,54.88027281,72.1875,,41.9274754,Steady Growth,Undervalued,,,,,,
DODO,Exchanges (DEX),47.69027389,70.11326769,48.14630682,,41.4874621,Strong Growth,Fairly Valued,,,,,,
Tokenlon,Exchanges (DEX),62.00461353,41.16273974,62.05681818,,41.30604286,Slow Growth,Fairly Valued,,,,,,
SKALE,Blockchains (L1),0,34.01515152,45,85.98,41.24878788,Slow Growth,Fairly Valued,A,,,,,
Circle,Stablecoin issuers,76.87753989,,,87.25,41.03188497,,,AA,,,,,
Abracadabra.money,Stablecoin issuers,46.56595159,83.48214286,32.88392857,,40.73300576,Exceptional Growth,Overvalued,,,,,,
Zerion,Infrastructure,35.1192541,77.77777778,50,,40.72425797,Strong Growth,Fairly Valued,,,,,,
HMX,Derivative exchanges,40.96215837,45.89105783,74.65277778,,40.3764985,Steady Growth,Undervalued,,,,,,
Sky (formerly MakerDAO),Stablecoin issuers,77.66717859,63.81696429,45,91.99,69.61853572,Steady Growth,Fairly Valued,AA,"{""name"":""Sky (formerly MakerDAO)"",""sector"":""Lending"",""scores"":{""user_growth"":63.81696428571428,""growth_category"":""Steady Growth""},""peers"":[{""name"":""Maple Finance"",""scores"":{""user_growth"":63.62573099415204}},{""name"":""Euler"",""scores"":{""user_growth"":61.46686159844056}},{""name"":""Compound"",""scores"":{""user_growth"":79.99756335282652}},{""name"":""Venus USDT"",""scores"":{""user_growth"":86.17202729044836}}],""sector_averages"":{""user_growth"":53.35,""count"":46}}","{""name"":""Sky (formerly MakerDAO)"",""sector"":""Lending"",""scores"":{""earnings_quality"":77.66717859},""peers"":[{""name"":""Aave"",""scores"":{""earnings_quality"":62.67057363}},{""name"":""Vechain"",""scores"":{""earnings_quality"":62.67057363}},{""name"":""Venus USDT"",""scores"":{""earnings_quality"":58.729369995}},{""name"":""Maple Finance"",""scores"":{""earnings_quality"":54.32192715}}],""sector_averages"":{""earnings_quality"":8.52,""count"":62}}",FALSE,FALSE,mkr
Vertex,Derivative exchanges,0,76.62141738,82.52083333,,39.78556268,Strong Growth,Undervalued,,,,,,
Pharaoh,Exchanges (DEX),11.78545036,57.98437658,88.22510823,,39.49873379,Steady Growth,Undervalued,,,,,,
Tezos,Blockchains (L1),0,38.78787879,28.74083578,90.36,39.47217864,Slow Growth,Overvalued,AA,,,,,
Kinesis Money,Derivative exchanges,0,44.65445269,50,62.27,39.23111317,Slow Growth,Fairly Valued,B,,,,,
ApeSwap,Exchanges (DEX),27.39480099,38.49936904,90.9375,,39.20791751,Slow Growth,Undervalued,,,,,,
Metaplex,NFT marketplaces,0,77.77777778,,78.27,39.01194444,Strong Growth,,BBB,,,,,
Hedera,Blockchains (L1),0,78.78787879,,75.69,38.6194697,Strong Growth,,BBB,,,,,
Index Cooperative,Asset management,41.69345088,60.26484604,52.32589286,,38.57104745,Steady Growth,Fairly Valued,,,,,,
Gnosis,Blockchains (L1),0,40.53518377,28.95432692,84.77,38.56487767,Slow Growth,Overvalued,A,,,,,
Rarible,NFT marketplaces,36.22271618,65.625,51.89285714,,38.43514333,Strong Growth,Fairly Valued,,,,,,
Tokemak,Asset management,37.32349428,60.271261,54.29017857,,37.97123346,Steady Growth,Fairly Valued,,,,,,
yearn.finance,Asset management,0,96.285435,55,,37.82135875,Exceptional Growth,Fairly Valued,,,,,,
zkSync Era,Blockchains (L2),37.32803842,76.67636132,37.21840659,,37.80570158,Strong Growth,Overvalued,,,,,,
MUX,Derivative exchanges,31.49169525,54.74643737,64.91071429,,37.78721172,Steady Growth,Fairly Valued,,,,,,
Solv Protocol,Derivative exchanges,0,86.00297486,65.09453782,,37.77437817,Exceptional Growth,Fairly Valued,,,,,,
ZetaChain,Blockchains (L1),0,58.40909091,,89.73,37.03477273,Steady Growth,,AA,,,,,
Akash Network,Infrastructure,0,65.37234043,,82.55,36.98058511,Strong Growth,,A,,,,,
BadgerDAO,Asset management,0,90.14662757,57.5,,36.91165689,Exceptional Growth,Fairly Valued,,,,,,
Manta,Blockchains (L2),36.55799282,63.14738152,47.76190476,,36.86681977,Steady Growth,Fairly Valued,,,,,,
Sei Protocol,Blockchains (L1),0,56.13636364,,90.59,36.68159091,Steady Growth,,AA,,,,,
JustLend DAO,Lending,0,90.13157895,55,,36.28289474,Exceptional Growth,Fairly Valued,,,,,,
Uniswap Labs,Exchanges (DEX),53.83258939,90.90909091,,,36.18542008,Exceptional Growth,,,,,,,
X2Y2,NFT marketplaces,39.09525946,40.9375,64.625,,36.16443987,Slow Growth,Fairly Valued,,,,,,
Aevo,Derivative exchanges,0,89.37847866,55,,36.09461967,Exceptional Growth,Fairly Valued,,,,,,
Reflexer,Stablecoin issuers,34.77475121,48.30357143,60.9047619,,35.99577114,Steady Growth,Fairly Valued,,,,,,
Illuvium,Gaming,0,88.45315904,55,,35.86328976,Exceptional Growth,Fairly Valued,,,,,,
Numerai,Asset management,0,88.36754643,55,,35.84188661,Exceptional Growth,Fairly Valued,,,,,,
Loopring,Exchanges (DEX),0,84.91657397,58.33333333,,35.81247683,Exceptional Growth,Fairly Valued,,,,,,
Frax Finance - Frax Ether,Liquid staking,43.88197086,36.66666667,,62.68,35.80715938,Slow Growth,,B,,,,,
Seamless Protocol,Lending,37.87502872,62.47380604,42.76785714,,35.77917298,Steady Growth,Fairly Valued,,,,,,
Marinade Staked SOL,Liquid staking,0,65.11764706,,77.42,35.63441176,Strong Growth,,BBB,,,,,
The Graph,Infrastructure,27.46709488,66.66858181,47.67857143,,35.45356203,Strong Growth,Fairly Valued,,,,,,
Biswap,Exchanges (DEX),28.73718074,66.92248015,45.83806818,,35.37443227,Strong Growth,Fairly Valued,,,,,,
XAI,Blockchains (L3),4.112146205,85,52,,35.27803655,Exceptional Growth,Fairly Valued,,,,,,
Chiliz,Blockchains (L1),0,51.59090909,,89.11,35.17522727,Steady Growth,,AA,,,,,
PayPal USD,Stablecoin issuers,0,,50,89.93,34.9825,,Fairly Valued,AA,,,,,
KyberSwap,Exchanges (DEX),0,76.79375442,63.11363636,,34.9768477,Strong Growth,Fairly Valued,,,,,,
Theta Network,Asset management,0,45.625,,93.24,34.71625,Steady Growth,,AA,,,,,
Clipper,Exchanges (DEX),40.8257938,41.87784407,54.02698864,,34.18265663,Slow Growth,Fairly Valued,,,,,,
Houdini Swap,Exchanges (DEX),35.93598183,40.28253615,60.39772727,,34.15406131,Slow Growth,Fairly Valued,,,,,,
Hooked Protocol,Social,0,81.48148148,55,,34.12037037,Exceptional Growth,Fairly Valued,,,,,,
StarryNift,Gaming,0,81.26361656,55,,34.06590414,Exceptional Growth,Fairly Valued,,,,,,
API3,Infrastructure,0,84.19142449,52,,34.04785612,Exceptional Growth,Fairly Valued,,,,,,
Orderly Network,Derivative exchanges,0,80.7606679,55,,33.94016698,Exceptional Growth,Fairly Valued,,,,,,
Astar,Blockchains (L2),0,48.94308943,,86.81,33.93827236,Steady Growth,,AA,,,,,
FTX,NFT marketplaces,0,34.58333333,56.25,44.3,33.78333333,Slow Growth,Fairly Valued,C,,,,,
dForce,Lending,0,78.06042885,56.66666667,,33.68177388,Strong Growth,Fairly Valued,,,,,,
Seraph,Gaming,0,79.52069717,55,,33.63017429,Strong Growth,Fairly Valued,,,,,,
Celestia,Blockchains (L1),0,53.86363636,,79.94,33.45090909,Steady Growth,,A,,,,,
Holdstation,Derivative exchanges,17.760285,70.3653597,45.59027778,,33.42898062,Strong Growth,Fairly Valued,,,,,,
Mina Protocol,Blockchains (L1),0,28.08922559,23.83995037,80.76,33.17229399,Slow Growth,Overvalued,A,,,,,
StakeWise,Liquid staking,31.52352037,27.60416667,72.65625,,32.94598426,Slow Growth,Undervalued,,,,,,
AB,Lending,0,45.13157895,,86.58,32.92789474,Steady Growth,,AA,,,,,
Mythos,Blockchains (L2),0,60.21319926,,71.34,32.88829981,Steady Growth,,BB,,,,,
Ramses Exchange,Exchanges (DEX),23.84486766,44.56530509,63.10876623,,32.87973475,Slow Growth,Fairly Valued,,,,,,
Barnbridge,Asset management,0,73.66568915,57.5,,32.79142229,Strong Growth,Fairly Valued,,,,,,
XDC Network,Blockchains (L1),0,42.5,,88.35,32.7125,Slow Growth,,AA,,,,,
Yield Guild Games,Gaming,0,79.79847495,51,,32.69961874,Strong Growth,Fairly Valued,,,,,,
Enzyme Finance,Asset management,0,78.63196481,52,,32.6579912,Strong Growth,Fairly Valued,,,,,,
Turbo,Exchanges (DEX),0,53.70689655,,76.63,32.58422414,Steady Growth,,BBB,,,,,
Integral,Exchanges (DEX),42.29887048,16.09936967,71.89393939,,32.57304489,Stagnant/Declining,Undervalued,,,,,,
Thruster,Exchanges (DEX),20.19070632,45.25542901,64.78896104,,32.55877409,Steady Growth,Fairly Valued,,,,,,
Alchemix Finance,Asset management,0,77.22385142,52,,32.30596285,Strong Growth,Fairly Valued,,,,,,
Bittensor,Blockchains (L1),0,55,,74.18,32.295,Steady Growth,,BBB,,,,,
Brave,Infrastructure,0,74.00655163,55,,32.25163791,Strong Growth,Fairly Valued,,,,,,
Equalizer Exchange,Exchanges (DEX),11.93589859,24.45175827,92.46969697,,32.21433846,Stagnant/Declining,Undervalued,,,,,,
Homora,Lending,0,73.68421053,55,,32.17105263,Strong Growth,Fairly Valued,,,,,,
Flow,Blockchains (L1),0,43.63636364,,84.91,32.13659091,Slow Growth,,A,,,,,
Pangolin,Exchanges (DEX),35.80482074,56.60579305,35.93560606,,32.08655496,Steady Growth,Overvalued,,,,,,
OpenSea,NFT marketplaces,28.24235782,100,,,32.06058946,Exceptional Growth,,,,,,,
Renzo,Liquid staking,0,73.07843137,55,,32.01960784,Strong Growth,Fairly Valued,,,,,,
ApeX Protocol,Derivative exchanges,0,77.65862709,50,,31.91465677,Strong Growth,Fairly Valued,,,,,,
Silo Finance,Lending,43.02124927,45.29605263,39,,31.82932548,Steady Growth,Overvalued,,,,,,
BendDAO,Lending,0,37.61208577,89.5,,31.77802144,Slow Growth,Undervalued,,,,,,
ZeroLend,Lending,0,57.2556391,68.66666667,,31.48057644,Steady Growth,Fairly Valued,,,,,,
Shuffle,Prediction markets,0,80.83333333,45,,31.45833333,Exceptional Growth,Fairly Valued,,,,,,
Eggs Finance,Asset management,0,75.68523949,50,,31.42130987,Strong Growth,Fairly Valued,,,,,,
Perpetual Protocol,Derivative exchanges,17.2892412,70.24213702,37.72916667,,31.31513622,Strong Growth,Overvalued,,,,,,
Conflux Network,Blockchains (L1),0,36.4983165,5.681818182,82.88,31.26503367,Slow Growth,Overvalued,A,,,,,
B3,Blockchains (L3),0,70,55,,31.25,Strong Growth,Fairly Valued,,,,,,
Stargate,Bridges,36.96771722,53.22646104,33.90625,,31.02510706,Steady Growth,Overvalued,,,,,,
Synapse,Bridges,23.61587787,37.82771916,62.4375,,30.97027426,Slow Growth,Fairly Valued,,,,,,
Bancor,Exchanges (DEX),33.46962472,44.69622181,45.49431818,,30.91504118,Slow Growth,Fairly Valued,,,,,,
Lybra Finance,Stablecoin issuers,0,63.60119048,60,,30.90029762,Steady Growth,Fairly Valued,,,,,,
Zircuit,Blockchains (L2),0,78.14077227,45,,30.78519307,Strong Growth,Fairly Valued,,,,,,
Ribbon Finance,Asset management,40.50989099,51.90134714,30.50595238,,30.72929763,Steady Growth,Overvalued,,,,,,
dYdX,Derivative exchanges,0,84.93506494,37.85714286,,30.69805195,Exceptional Growth,Overvalued,,,,,,
Shadow,Exchanges (DEX),0,72.51279199,50,,30.628198,Strong Growth,Fairly Valued,,,,,,
Gains Network,Derivative exchanges,0,70.17810761,52,,30.5445269,Strong Growth,Fairly Valued,,,,,,
Aethir,Infrastructure,0,69.83945252,52,,30.45986313,Strong Growth,Fairly Valued,,,,,,
Magpie XYZ,Asset management,0,68.83870968,52,,30.20967742,Strong Growth,Fairly Valued,,,,,,
Azuro,Prediction markets,0,65.46875,55,,30.1171875,Strong Growth,Fairly Valued,,,,,,
UMA,Infrastructure,0,67.77666061,52.5,,30.06916515,Strong Growth,Fairly Valued,,,,,,
Level Finance,Derivative exchanges,14.07698522,53.5638115,51.84375,,29.87113668,Steady Growth,Fairly Valued,,,,,,
Banana Gun,Infrastructure,0,69.36267514,50,,29.84066879,Strong Growth,Fairly Valued,,,,,,
Hyperliquid,Blockchains (L2),0,36.92307692,,82.06,29.74576923,Slow Growth,,A,,,,,
AirSwap,Exchanges (DEX),26.12492998,59.3667522,32.25378788,,29.43636751,Steady Growth,Overvalued,,,,,,
Cosmos Hub,Blockchains (L1),26.15789224,55,36.34943182,,29.37683101,Steady Growth,Overvalued,,,,,,
Avalon Finance,Lending,0,72.38304094,45,,29.34576023,Strong Growth,Fairly Valued,,,,,,
Planet IX,Gaming,0,61.66666667,55,,29.16666667,Steady Growth,Fairly Valued,,,,,,
Venice,Infrastructure,0,60.16379087,55,,28.79094772,Steady Growth,Fairly Valued,,,,,,
Terra Classic,Blockchains (L1),0,34.2293771,29.375,50.49,28.52359428,Slow Growth,Overvalued,CC,,,,,
Carv,Infrastructure,0,59.01238972,55,,28.50309743,Steady Growth,Fairly Valued,,,,,,
Ancient8,Blockchains (L2),0,61.54861443,52,,28.38715361,Steady Growth,Fairly Valued,,,,,,
Pi,Derivative exchanges,,30.00309881,20.9375,62.4,28.3351497,Slow Growth,Overvalued,B,,,,,
ShapeShift,Exchanges (DEX),0,61.21245829,52,,28.30311457,Steady Growth,Fairly Valued,,,,,,
Echelon Prime Foundation,Infrastructure,0,61.07161391,52,,28.26790348,Steady Growth,Fairly Valued,,,,,,
Gitcoin,Infrastructure,0,60.18649455,52.5,,28.17162364,Steady Growth,Fairly Valued,,,,,,
Kwenta,Derivative exchanges,0,50.4601533,61.10294118,,27.89077362,Steady Growth,Fairly Valued,,,,,,
Allbridge Core,Bridges,46.13065103,65.22727273,,,27.83948094,Strong Growth,,,,,,,
Talent Protocol,Social,0,59.16666667,52,,27.79166667,Steady Growth,Fairly Valued,,,,,,
SpookySwap,Exchanges (DEX),20.87234771,48.97434966,40.45454545,,27.57531071,Steady Growth,Fairly Valued,,,,,,
Pixels,Gaming,0,64.77124183,45,,27.44281046,Steady Growth,Fairly Valued,,,,,,
Katana,Exchanges (DEX),34.76674251,75,,,27.44168563,Strong Growth,,,,,,,
BetSwirl,Prediction markets,0,31.71875,77.77777778,,27.37413194,Slow Growth,Undervalued,,,,,,
Ethervista,Exchanges (DEX),0,58.96273637,50,,27.24068409,Steady Growth,Fairly Valued,,,,,,
Aark,Derivative exchanges,0,56.83673469,52,,27.20918367,Steady Growth,Fairly Valued,,,,,,
Alien Base,Exchanges (DEX),0,53.53281424,55,,27.13320356,Steady Growth,Fairly Valued,,,,,,
WELL3,Social,0,56.38888889,52,,27.09722222,Steady Growth,Fairly Valued,,,,,,
KAP Games,Gaming,0,33.88888889,74.44444444,,27.08333333,Slow Growth,Undervalued,,,,,,
Metropolis,Exchanges (DEX),0,62.72154245,45,,26.93038561,Steady Growth,Fairly Valued,,,,,,
Biconomy,Infrastructure,0,57.13090296,50,,26.78272574,Steady Growth,Fairly Valued,,,,,,
Shrapnel,Gaming,0,57.04248366,50,,26.76062092,Steady Growth,Fairly Valued,,,,,,
BitDAO,Asset management,0,51.94721408,55,,26.73680352,Steady Growth,Fairly Valued,,,,,,
Beets,Exchanges (DEX),24.74094562,41.18094179,40.73106061,,26.663237,Slow Growth,Fairly Valued,,,,,,
Juice Finance,Asset management,0,51.53665689,55,,26.63416422,Steady Growth,Fairly Valued,,,,,,
Metal,Blockchains (L2),0,54.43561873,52,,26.60890468,Steady Growth,Fairly Valued,,,,,,
Celer Network,Infrastructure,0,56.10923716,50,,26.52730929,Steady Growth,Fairly Valued,,,,,,
Dexalot,Exchanges (DEX),0,53.07007786,52,,26.26751947,Steady Growth,Fairly Valued,,,,,,
Gearbox,Lending,24.16560822,39.78252924,40.90625,,26.21359686,Slow Growth,Fairly Valued,,,,,,
Beefy,Asset management,0,59.68914956,45,,26.17228739,Steady Growth,Fairly Valued,,,,,,
Sakai Vault,Derivative exchanges,0,49.49350649,55,,26.12337662,Steady Growth,Fairly Valued,,,,,,
Particle,Derivative exchanges,0,51.73701299,52,,25.93425325,Steady Growth,Fairly Valued,,,,,,
